2.882384,-1.999845,53;2.182384,-1.999816,53;1.482384,-1.999776,53;0.782384,-1.999712,53;0.082385,-1.999600,53;-0.617614,-1.999355,53;-1.317614,-1.999315,53;-1.950849,-1.999630,53;
2.880074,-1.999843,54;2.180074,-1.999814,54;1.480074,-1.999773,54;0.780074,-1.999709,54;0.080075,-1.999596,54;-0.619924,-1.999347,54;-1.319924,-1.999308,54;-1.950849,-1.999630,54;
2.877764,-1.999841,55;2.177764,-1.999812,55;1.477764,-1.999771,55;0.777764,-1.999706,55;0.077764,-1.999591,55;-0.622234,-1.999340,55;-1.322234,-1.999301,55;-1.950849,-1.999630,55;
2.875453,-1.999839,56;2.175454,-1.999810,56;1.475454,-1.999768,56;0.775454,-1.999703,56;0.075454,-1.999587,56;-0.624545,-1.999333,56;-1.324544,-1.999294,56;-1.950849,-1.999630,56;
2.873143,-1.999838,57;2.173143,-1.999808,57;1.473143,-1.999766,57;0.773144,-1.999700,57;0.073144,-1.999583,57;-0.626855,-1.999327,57;-1.326855,-1.999287,57;-1.950849,-1.999630,57;
2.870833,-1.999836,58;2.170833,-1.999806,58;1.470833,-1.999763,58;0.770833,-1.999697,58;0.070834,-1.999578,58;-0.629165,-1.999320,58;-1.329165,-1.999280,58;-1.950849,-1.999630,58;
2.868523,-1.999834,59;2.168523,-1.999804,59;1.468523,-1.999761,59;0.768523,-1.999694,59;0.068523,-1.999574,59;-0.631475,-1.999313,59;-1.331475,-1.999274,59;-1.950849,-1.999630,59;
2.866213,-1.999833,60;2.166213,-1.999802,60;1.466213,-1.999759,60;0.766213,-1.999691,60;0.066213,-1.999570,60;-0.633786,-1.999307,60;-1.333785,-1.999268,60;-1.950849,-1.999630,60;
2.863902,-1.999831,61;2.163902,-1.999801,61;1.463902,-1.999757,61;0.763903,-1.999688,61;0.063903,-1.999566,61;-0.636096,-1.999301,61;-1.336096,-1.999261,61;-1.950849,-1.999630,61;
2.861592,-1.999830,62;2.161592,-1.999799,62;1.461592,-1.999754,62;0.761592,-1.999685,62;0.061593,-1.999562,62;-0.638406,-1.999295,62;-1.338406,-1.999255,62;-1.950849,-1.999630,62;
2.859282,-1.999828,63;2.159282,-1.999797,63;1.459282,-1.999752,63;0.759282,-1.999682,63;0.059283,-1.999559,63;-0.640716,-1.999289,63;-1.340716,-1.999250,63;-1.950849,-1.999630,63;
2.856972,-1.999827,64;2.156972,-1.999795,64;1.456972,-1.999750,64;0.756972,-1.999680,64;0.056972,-1.999555,64;-0.643026,-1.999283,64;-1.343026,-1.999244,64;-1.950849,-1.999630,64;
2.854661,-1.999825,65;2.154661,-1.999794,65;1.454662,-1.999748,65;0.754662,-1.999677,65;0.054662,-1.999551,65;-0.645337,-1.999277,65;-1.345336,-1.999238,65;-1.950849,-1.999630,65;
2.852351,-1.999824,66;2.152351,-1.999792,66;1.452351,-1.999746,66;0.752351,-1.999674,66;0.052352,-1.999548,66;-0.647647,-1.999272,66;-1.347647,-1.999233,66;-1.950849,-1.999630,66;
2.850041,-1.999822,67;2.150041,-1.999790,67;1.450041,-1.999744,67;0.750041,-1.999672,67;0.050042,-1.999544,67;-0.649957,-1.999266,67;-1.349957,-1.999228,67;-1.950849,-1.999630,67;
2.847731,-1.999821,68;2.147731,-1.999789,68;1.447731,-1.999742,68;0.747731,-1.999669,68;0.047731,-1.999541,68;-0.652267,-1.999261,68;-1.352267,-1.999223,68;-1.950849,-1.999630,68;
2.845421,-1.999820,69;2.145421,-1.999787,69;1.445421,-1.999740,69;0.745421,-1.999667,69;0.045421,-1.999538,69;-0.654578,-1.999256,69;-1.354577,-1.999218,69;-1.950849,-1.999630,69;
2.843110,-1.999818,70;2.143110,-1.999785,70;1.443110,-1.999738,70;0.743111,-1.999664,70;0.043111,-1.999534,70;-0.656888,-1.999251,70;-1.356888,-1.999213,70;-1.950849,-1.999630,70;
2.840800,-1.999817,71;2.140800,-1.999784,71;1.440800,-1.999736,71;0.740800,-1.999662,71;0.040801,-1.999531,71;-0.659198,-1.999246,71;-1.359198,-1.999208,71;-1.950849,-1.999630,71;
2.838490,-1.999816,72;2.138490,-1.999782,72;1.438490,-1.999735,72;0.738490,-1.999660,72;0.038490,-1.999528,72;-0.661508,-1.999241,72;-1.361508,-1.999204,72;-1.950849,-1.999630,72;
2.836180,-1.999815,73;2.136180,-1.999781,73;1.436180,-1.999733,73;0.736180,-1.999658,73;0.036180,-1.999525,73;-0.663818,-1.999236,73;-1.363818,-1.999199,73;-1.950849,-1.999630,73;
2.833869,-1.999813,74;2.133869,-1.999780,74;1.433869,-1.999731,74;0.733870,-1.999655,74;0.033870,-1.999522,74;-0.666129,-1.999231,74;-1.366128,-1.999195,74;-1.950849,-1.999630,74;
2.831559,-1.999812,75;2.131559,-1.999778,75;1.431559,-1.999729,75;0.731559,-1.999653,75;0.031560,-1.999519,75;-0.668439,-1.999227,75;-1.368439,-1.999191,75;-1.950849,-1.999630,75;
2.829249,-1.999811,76;2.129249,-1.999777,76;1.429249,-1.999728,76;0.729249,-1.999651,76;0.029250,-1.999516,76;-0.670749,-1.999223,76;-1.370749,-1.999187,76;-1.950849,-1.999630,76;
2.826939,-1.999810,77;2.126939,-1.999775,77;1.426939,-1.999726,77;0.726939,-1.999649,77;0.026939,-1.999513,77;-0.673059,-1.999218,77;-1.373059,-1.999183,77;-1.950849,-1.999630,77;
2.824628,-1.999809,78;2.124628,-1.999774,78;1.424629,-1.999724,78;0.724629,-1.999647,78;0.024629,-1.999511,78;-0.675370,-1.999214,78;-1.375369,-1.999179,78;-1.950849,-1.999630,78;
2.822318,-1.999808,79;2.122318,-1.999773,79;1.422318,-1.999723,79;0.722318,-1.999645,79;0.022319,-1.999508,79;-0.677680,-1.999210,79;-1.377680,-1.999176,79;-1.950849,-1.999630,79;
2.820008,-1.999807,80;2.120008,-1.999772,80;1.420008,-1.999721,80;0.720008,-1.999643,80;0.020009,-1.999505,80;-0.679990,-1.999206,80;-1.379990,-1.999172,80;-1.950849,-1.999630,80;
2.817698,-1.999805,81;2.117698,-1.999770,81;1.417698,-1.999720,81;0.717698,-1.999641,81;0.017698,-1.999503,81;-0.682300,-1.999202,81;-1.382300,-1.999169,81;-1.950849,-1.999630,81;
2.815388,-1.999804,82;2.115388,-1.999769,82;1.415388,-1.999718,82;0.715388,-1.999639,82;0.015388,-1.999500,82;-0.684611,-1.999198,82;-1.384610,-1.999166,82;-1.950849,-1.999630,82;
2.813077,-1.999803,83;2.113077,-1.999768,83;1.413077,-1.999717,83;0.713078,-1.999638,83;0.013078,-1.999498,83;-0.686921,-1.999195,83;-1.386920,-1.999162,83;-1.950849,-1.999630,83;
2.810767,-1.999802,84;2.110767,-1.999767,84;1.410767,-1.999716,84;0.710767,-1.999636,84;0.010768,-1.999495,84;-0.689231,-1.999191,84;-1.389231,-1.999159,84;-1.950849,-1.999630,84;
2.808457,-1.999801,85;2.108457,-1.999766,85;1.408457,-1.999714,85;0.708457,-1.999634,85;0.008458,-1.999493,85;-0.691541,-1.999187,85;-1.391541,-1.999156,85;-1.950849,-1.999630,85;
2.806147,-1.999801,86;2.106147,-1.999765,86;1.406147,-1.999713,86;0.706147,-1.999632,86;0.006147,-1.999491,86;-0.693851,-1.999184,86;-1.393851,-1.999154,86;-1.950849,-1.999630,86;
2.803836,-1.999800,87;2.103836,-1.999763,87;1.403836,-1.999711,87;0.703837,-1.999631,87;0.003837,-1.999489,87;-0.696162,-1.999181,87;-1.396161,-1.999151,87;-1.950849,-1.999630,87;
2.801526,-1.999799,88;2.101526,-1.999762,88;1.401526,-1.999710,88;0.701526,-1.999629,88;0.001527,-1.999486,88;-0.698472,-1.999177,88;-1.398472,-1.999148,88;-1.950849,-1.999630,88;
2.799216,-1.999798,89;2.099216,-1.999761,89;1.399216,-1.999709,89;0.699216,-1.999627,89;-0.000783,-1.999484,89;-0.700782,-1.999174,89;-1.400782,-1.999146,89;-1.950849,-1.999630,89;
2.796906,-1.999797,90;2.096906,-1.999760,90;1.396906,-1.999708,90;0.696906,-1.999626,90;-0.003094,-1.999482,90;-0.703092,-1.999171,90;-1.403092,-1.999143,90;-1.950849,-1.999630,90;
2.794595,-1.999796,91;2.094595,-1.999759,91;1.394596,-1.999706,91;0.694596,-1.999624,91;-0.005404,-1.999480,91;-0.705403,-1.999168,91;-1.405402,-1.999141,91;-1.950849,-1.999630,91;
2.792285,-1.999795,92;2.092285,-1.999758,92;1.392285,-1.999705,92;0.692285,-1.999623,92;-0.007714,-1.999478,92;-0.707713,-1.999165,92;-1.407713,-1.999139,92;-1.950849,-1.999630,92;
2.789975,-1.999794,93;2.089975,-1.999757,93;1.389975,-1.999704,93;0.689975,-1.999621,93;-0.010024,-1.999476,93;-0.710023,-1.999162,93;-1.410023,-1.999137,93;-1.950849,-1.999630,93;
2.787665,-1.999794,94;2.087665,-1.999756,94;1.387665,-1.999703,94;0.687665,-1.999620,94;-0.012335,-1.999474,94;-0.712333,-1.999160,94;-1.412333,-1.999135,94;-1.950849,-1.999630,94;
2.785355,-1.999793,95;2.085355,-1.999755,95;1.385355,-1.999702,95;0.685355,-1.999619,95;-0.014645,-1.999473,95;-0.714643,-1.999157,95;-1.414643,-1.999133,95;-1.950849,-1.999630,95;
2.783044,-1.999792,96;2.083044,-1.999755,96;1.383044,-1.999701,96;0.683045,-1.999617,96;-0.016955,-1.999471,96;-0.716954,-1.999154,96;-1.416953,-1.999131,96;-1.950849,-1.999630,96;
2.780734,-1.999791,97;2.080734,-1.999754,97;1.380734,-1.999700,97;0.680734,-1.999616,97;-0.019265,-1.999469,97;-0.719264,-1.999152,97;-1.419264,-1.999130,97;-1.950849,-1.999630,97;
2.778424,-1.999790,98;2.078424,-1.999753,98;1.378424,-1.999699,98;0.678424,-1.999615,98;-0.021575,-1.999467,98;-0.721574,-1.999149,98;-1.421574,-1.999128,98;-1.950849,-1.999630,98;
2.776114,-1.999790,99;2.076114,-1.999752,99;1.376114,-1.999698,99;0.676114,-1.999613,99;-0.023886,-1.999466,99;-0.723884,-1.999147,99;-1.423884,-1.999127,99;-1.950849,-1.999630,99;
2.773803,-1.999789,100;2.073803,-1.999751,100;1.373803,-1.999697,100;0.673804,-1.999612,100;-0.026196,-1.999464,100;-0.726195,-1.999145,100;-1.426194,-1.999125,100;-1.950849,-1.999630,100;
2.771493,-1.999788,101;2.071493,-1.999750,101;1.371493,-1.999696,101;0.671493,-1.999611,101;-0.028506,-1.999462,101;-0.728505,-1.999142,101;-1.428505,-1.999124,101;-1.950849,-1.999630,101;
2.769183,-1.999788,102;2.069183,-1.999749,102;1.369183,-1.999695,102;0.669183,-1.999610,102;-0.030816,-1.999461,102;-0.730815,-1.999140,102;-1.430815,-1.999123,102;-1.950849,-1.999630,102;
2.766873,-1.999787,103;2.066873,-1.999749,103;1.366873,-1.999694,103;0.666873,-1.999609,103;-0.033127,-1.999459,103;-0.733125,-1.999138,103;-1.433125,-1.999121,103;-1.950849,-1.999630,103;
2.764562,-1.999786,104;2.064562,-1.999748,104;1.364563,-1.999693,104;0.664563,-1.999607,104;-0.035437,-1.999458,104;-0.735436,-1.999136,104;-1.435435,-1.999120,104;-1.950849,-1.999630,104;
2.762252,-1.999786,105;2.062252,-1.999747,105;1.362252,-1.999692,105;0.662252,-1.999606,105;-0.037747,-1.999456,105;-0.737746,-1.999134,105;-1.437746,-1.999119,105;-1.950849,-1.999630,105;
2.759942,-1.999785,106;2.059942,-1.999746,106;1.359942,-1.999691,106;0.659942,-1.999605,106;-0.040057,-1.999455,106;-0.740056,-1.999132,106;-1.440056,-1.999119,106;-1.950849,-1.999630,106;
2.757632,-1.999784,107;2.057632,-1.999746,107;1.357632,-1.999690,107;0.657632,-1.999604,107;-0.042368,-1.999454,107;-0.742366,-1.999130,107;-1.442366,-1.999118,107;-1.950849,-1.999630,107;
2.755322,-1.999784,108;2.055322,-1.999745,108;1.355322,-1.999689,108;0.655322,-1.999603,108;-0.044678,-1.999452,108;-0.744676,-1.999129,108;-1.444676,-1.999117,108;-1.950849,-1.999630,108;
2.753011,-1.999783,109;2.053011,-1.999744,109;1.353011,-1.999689,109;0.653012,-1.999602,109;-0.046988,-1.999451,109;-0.746987,-1.999127,109;-1.446986,-1.999116,109;-1.950849,-1.999630,109;
2.750701,-1.999783,110;2.050701,-1.999744,110;1.350701,-1.999688,110;0.650701,-1.999601,110;-0.049298,-1.999450,110;-0.749297,-1.999125,110;-1.449297,-1.999116,110;-1.950849,-1.999630,110;
2.748391,-1.999782,111;2.048391,-1.999743,111;1.348391,-1.999687,111;0.648391,-1.999600,111;-0.051608,-1.999449,111;-0.751607,-1.999124,111;-1.451607,-1.999115,111;-1.950849,-1.999630,111;
2.746081,-1.999781,112;2.046081,-1.999742,112;1.346081,-1.999686,112;0.646081,-1.999599,112;-0.053919,-1.999447,112;-0.753917,-1.999122,112;-1.453917,-1.999115,112;-1.950849,-1.999630,112;
2.743770,-1.999781,113;2.043770,-1.999742,113;1.343770,-1.999686,113;0.643771,-1.999598,113;-0.056229,-1.999446,113;-0.756228,-1.999121,113;-1.456227,-1.999115,113;-1.950849,-1.999630,113;
2.741460,-1.999780,114;2.041460,-1.999741,114;1.341460,-1.999685,114;0.641460,-1.999598,114;-0.058539,-1.999445,114;-0.758538,-1.999119,114;-1.458538,-1.999114,114;-1.950849,-1.999630,114;
2.739150,-1.999780,115;2.039150,-1.999741,115;1.339150,-1.999684,115;0.639150,-1.999597,115;-0.060849,-1.999444,115;-0.760848,-1.999118,115;-1.460848,-1.999114,115;-1.950849,-1.999630,115;
2.736840,-1.999779,116;2.036840,-1.999740,116;1.336840,-1.999683,116;0.636840,-1.999596,116;-0.063160,-1.999443,116;-0.763158,-1.999116,116;-1.463158,-1.999114,116;-1.950849,-1.999630,116;
2.734529,-1.999779,117;2.034529,-1.999739,117;1.334530,-1.999683,117;0.634530,-1.999595,117;-0.065470,-1.999442,117;-0.765469,-1.999115,117;-1.465468,-1.999114,117;-1.950849,-1.999630,117;
2.732219,-1.999778,118;2.032219,-1.999739,118;1.332219,-1.999682,118;0.632219,-1.999594,118;-0.067780,-1.999441,118;-0.767779,-1.999114,118;-1.467779,-1.999114,118;-1.950849,-1.999630,118;
2.729909,-1.999778,119;2.029909,-1.999738,119;1.329909,-1.999681,119;0.629909,-1.999594,119;-0.070090,-1.999440,119;-0.770089,-1.999113,119;-1.470089,-1.999114,119;-1.950849,-1.999630,119;
2.727599,-1.999777,120;2.027599,-1.999738,120;1.327599,-1.999681,120;0.627599,-1.999593,120;-0.072401,-1.999439,120;-0.772399,-1.999112,120;-1.472399,-1.999114,120;-1.950849,-1.999630,120;
2.725288,-1.999777,121;2.025289,-1.999737,121;1.325289,-1.999680,121;0.625289,-1.999592,121;-0.074711,-1.999438,121;-0.774709,-1.999111,121;-1.474709,-1.999115,121;-1.950849,-1.999630,121;
2.722978,-1.999777,122;2.022978,-1.999737,122;1.322978,-1.999680,122;0.622979,-1.999591,122;-0.077021,-1.999437,122;-0.777020,-1.999110,122;-1.477019,-1.999115,122;-1.950849,-1.999630,122;
2.720668,-1.999776,123;2.020668,-1.999736,123;1.320668,-1.999679,123;0.620668,-1.999591,123;-0.079331,-1.999437,123;-0.779330,-1.999109,123;-1.479330,-1.999115,123;-1.950849,-1.999630,123;
2.718358,-1.999776,124;2.018358,-1.999736,124;1.318358,-1.999678,124;0.618358,-1.999590,124;-0.081641,-1.999436,124;-0.781640,-1.999108,124;-1.481640,-1.999116,124;-1.950849,-1.999630,124;
2.716048,-1.999775,125;2.016048,-1.999735,125;1.316048,-1.999678,125;0.616048,-1.999589,125;-0.083952,-1.999435,125;-0.783950,-1.999107,125;-1.483950,-1.999116,125;-1.950849,-1.999630,125;
2.713737,-1.999775,126;2.013737,-1.999735,126;1.313737,-1.999677,126;0.613738,-1.999589,126;-0.086262,-1.999434,126;-0.786261,-1.999106,126;-1.486260,-1.999117,126;-1.950849,-1.999630,126;
2.711427,-1.999775,127;2.011427,-1.999734,127;1.311427,-1.999677,127;0.611427,-1.999588,127;-0.088572,-1.999434,127;-0.788571,-1.999105,127;-1.488571,-1.999117,127;-1.950849,-1.999630,127;
2.709117,-1.999774,128;2.009117,-1.999734,128;1.309117,-1.999676,128;0.609117,-1.999587,128;-0.090882,-1.999433,128;-0.790881,-1.999105,128;-1.490881,-1.999118,128;-1.950849,-1.999630,128;
