0.962582,-1.999840,884;0.262582,-1.999831,884;-0.437418,-1.999827,884;-1.137417,-1.999845,884;-1.699622,-1.999800,884;-1.951695,-2.001538,884;-2.868943,-2.652755,884;-1.821826,-2.378383,884;
0.960272,-1.999840,885;0.260272,-1.999831,885;-0.439728,-1.999827,885;-1.139728,-1.999845,885;-1.697911,-1.999815,885;-1.951695,-2.001538,885;-2.865998,-2.657547,885;-1.821826,-2.378383,885;
0.957962,-1.999840,886;0.257962,-1.999831,886;-0.442038,-1.999827,886;-1.142038,-1.999845,886;-1.699644,-1.999819,886;-1.951695,-2.001538,886;-2.863004,-2.662309,886;-1.821826,-2.378383,886;
0.955652,-1.999841,887;0.255652,-1.999831,887;-0.444348,-1.999828,887;-1.144348,-1.999846,887;-1.701878,-1.999838,887;-1.951695,-2.001538,887;-2.859964,-2.667041,887;-1.821826,-2.378383,887;
0.953341,-1.999841,888;0.253341,-1.999831,888;-0.446659,-1.999828,888;-1.146658,-1.999846,888;-1.700195,-1.999803,888;-1.951695,-2.001538,888;-2.856876,-2.671743,888;-1.821826,-2.378383,888;
0.951031,-1.999841,889;0.251031,-1.999832,889;-0.448969,-1.999828,889;-1.148969,-1.999847,889;-1.697974,-1.999776,889;-1.951695,-2.001538,889;-2.853742,-2.676414,889;-1.821826,-2.378383,889;
0.948721,-1.999841,890;0.248721,-1.999832,890;-0.451279,-1.999828,890;-1.151279,-1.999847,890;-1.699705,-1.999811,890;-1.951695,-2.001538,890;-2.850561,-2.681053,890;-1.821826,-2.378383,890;
0.946411,-1.999841,891;0.246411,-1.999832,891;-0.453589,-1.999829,891;-1.153589,-1.999847,891;-1.697994,-1.999758,891;-1.951695,-2.001538,891;-2.847335,-2.685661,891;-1.821826,-2.378383,891;
0.944100,-1.999841,892;0.244100,-1.999832,892;-0.455899,-1.999829,892;-1.155899,-1.999848,892;-1.699729,-1.999830,892;-1.951695,-2.001538,892;-2.844062,-2.690236,892;-1.821826,-2.378383,892;
0.941790,-1.999841,893;0.241790,-1.999832,893;-0.458210,-1.999829,893;-1.158210,-1.999848,893;-1.698020,-1.999778,893;-1.951695,-2.001538,893;-2.840744,-2.694778,893;-1.821826,-2.378383,893;
0.939480,-1.999841,894;0.239480,-1.999832,894;-0.460520,-1.999830,894;-1.160520,-1.999849,894;-1.699755,-1.999848,894;-1.951695,-2.001538,894;-2.837381,-2.699287,894;-1.821826,-2.378383,894;
0.937170,-1.999842,895;0.237170,-1.999833,895;-0.462830,-1.999830,895;-1.162830,-1.999849,895;-1.698045,-1.999784,895;-1.951695,-2.001538,895;-2.833974,-2.703763,895;-1.821826,-2.378383,895;
0.934859,-1.999842,896;0.234860,-1.999833,896;-0.465140,-1.999830,896;-1.165140,-1.999850,896;-1.699778,-1.999831,896;-1.951695,-2.001538,896;-2.830522,-2.708204,896;-1.821826,-2.378383,896;
0.932549,-1.999842,897;0.232549,-1.999833,897;-0.467451,-1.999830,897;-1.167450,-1.999850,897;-1.698070,-1.999796,897;-1.951695,-2.001538,897;-2.827025,-2.712610,897;-1.821826,-2.378383,897;
0.930239,-1.999842,898;0.230239,-1.999833,898;-0.469761,-1.999831,898;-1.169761,-1.999850,898;-1.699802,-1.999814,898;-1.951695,-2.001538,898;-2.823485,-2.716982,898;-1.821826,-2.378383,898;
0.927929,-1.999842,899;0.227929,-1.999833,899;-0.472071,-1.999831,899;-1.172071,-1.999851,899;-1.698095,-1.999805,899;-1.951695,-2.001538,899;-2.819902,-2.721317,899;-1.821826,-2.378383,899;
0.925619,-1.999842,900;0.225619,-1.999833,900;-0.474381,-1.999831,900;-1.174381,-1.999851,900;-1.699827,-1.999833,900;-1.951695,-2.001538,900;-2.816276,-2.725618,900;-1.821826,-2.378383,900;
0.923308,-1.999842,901;0.223308,-1.999834,901;-0.476692,-1.999831,901;-1.176691,-1.999852,901;-1.702058,-1.999850,901;-1.951695,-2.001538,901;-2.812607,-2.729881,901;-1.821826,-2.378383,901;
0.920998,-1.999842,902;0.220998,-1.999834,902;-0.479002,-1.999832,902;-1.179002,-1.999852,902;-1.700376,-1.999855,902;-1.951695,-2.001538,902;-2.808896,-2.734108,902;-1.821826,-2.378383,902;
0.918688,-1.999843,903;0.218688,-1.999834,903;-0.481312,-1.999832,903;-1.181312,-1.999852,903;-1.702090,-1.999868,903;-1.951695,-2.001538,903;-2.805143,-2.738298,903;-1.821826,-2.378383,903;
0.916378,-1.999843,904;0.216378,-1.999834,904;-0.483622,-1.999832,904;-1.183622,-1.999853,904;-1.700403,-1.999872,904;-1.951695,-2.001538,904;-2.801348,-2.742450,904;-1.821826,-2.378383,904;
0.914067,-1.999843,905;0.214067,-1.999834,905;-0.485932,-1.999832,905;-1.185932,-1.999853,905;-1.702117,-1.999851,905;-1.951695,-2.001538,905;-2.797512,-2.746564,905;-1.821826,-2.378383,905;
0.911757,-1.999843,906;0.211757,-1.999834,906;-0.488243,-1.999833,906;-1.188243,-1.999854,906;-1.700428,-1.999889,906;-1.951695,-2.001538,906;-2.793635,-2.750640,906;-1.821826,-2.378383,906;
0.909447,-1.999843,907;0.209447,-1.999835,907;-0.490553,-1.999833,907;-1.190553,-1.999854,907;-1.698209,-1.999920,907;-1.951695,-2.001538,907;-2.789718,-2.754677,907;-1.821826,-2.378383,907;
0.907137,-1.999843,908;0.207137,-1.999835,908;-0.492863,-1.999833,908;-1.192863,-1.999855,908;-1.699939,-1.999881,908;-1.951695,-2.001538,908;-2.785761,-2.758675,908;-1.821826,-2.378383,908;
0.904826,-1.999843,909;0.204827,-1.999835,909;-0.495173,-1.999833,909;-1.195173,-1.999855,909;-1.702170,-1.999844,909;-1.951695,-2.001538,909;-2.781764,-2.762633,909;-1.821826,-2.378383,909;
0.902516,-1.999843,910;0.202516,-1.999835,910;-0.497484,-1.999834,910;-1.197483,-1.999855,910;-1.700487,-1.999888,910;-1.951695,-2.001538,910;-2.777728,-2.766551,910;-1.821826,-2.378383,910;
0.900206,-1.999844,911;0.200206,-1.999835,911;-0.499794,-1.999834,911;-1.199794,-1.999856,911;-1.698264,-1.999962,911;-1.951695,-2.001538,911;-2.773654,-2.770428,911;-1.821826,-2.378383,911;
0.897896,-1.999844,912;0.197896,-1.999835,912;-0.502104,-1.999834,912;-1.202104,-1.999856,912;-1.699998,-1.999882,912;-1.951695,-2.001538,912;-2.769540,-2.774265,912;-1.821826,-2.378383,912;
0.895586,-1.999844,913;0.195586,-1.999836,913;-0.504414,-1.999834,913;-1.204414,-1.999857,913;-1.702236,-1.999785,913;-1.951695,-2.001538,913;-2.765389,-2.778061,913;-1.821826,-2.378383,913;
0.893275,-1.999844,914;0.193275,-1.999836,914;-0.506725,-1.999835,914;-1.206724,-1.999857,914;-1.700548,-1.999873,914;-1.951695,-2.001538,914;-2.761200,-2.781815,914;-1.821826,-2.378383,914;
0.890965,-1.999844,915;0.190965,-1.999836,915;-0.509035,-1.999835,915;-1.209035,-1.999857,915;-1.702265,-1.999802,915;-1.951695,-2.001538,915;-2.756974,-2.785527,915;-1.821826,-2.378383,915;
0.888655,-1.999844,916;0.188655,-1.999836,916;-0.511345,-1.999835,916;-1.211345,-1.999858,916;-1.700577,-1.999854,916;-1.951695,-2.001538,916;-2.752711,-2.789197,916;-1.821826,-2.378383,916;
0.886345,-1.999844,917;0.186345,-1.999836,917;-0.513655,-1.999835,917;-1.213655,-1.999858,917;-1.698358,-1.999906,917;-1.951695,-2.001538,917;-2.748412,-2.792825,917;-1.821826,-2.378383,917;
0.884034,-1.999844,918;0.184034,-1.999837,918;-0.515965,-1.999836,918;-1.215965,-1.999859,918;-1.700088,-1.999851,918;-1.951695,-2.001538,918;-2.744077,-2.796409,918;-1.821826,-2.378383,918;
0.881724,-1.999845,919;0.181724,-1.999837,919;-0.518276,-1.999836,919;-1.218276,-1.999859,919;-1.702320,-1.999786,919;-1.951695,-2.001538,919;-2.739706,-2.799950,919;-1.821826,-2.378383,919;
0.879414,-1.999845,920;0.179414,-1.999837,920;-0.520586,-1.999836,920;-1.220586,-1.999860,920;-1.700640,-1.999817,920;-1.954816,-1.997793,920;-2.735301,-2.803447,920;-1.821826,-2.378383,920;
0.877104,-1.999845,921;0.177104,-1.999837,921;-0.522896,-1.999836,921;-1.222896,-1.999860,921;-1.702386,-1.999802,921;-1.958453,-1.993502,921;-2.730861,-2.806900,921;-1.821826,-2.378383,921;
0.874793,-1.999845,922;0.174794,-1.999837,922;-0.525206,-1.999837,922;-1.225206,-1.999860,922;-1.704673,-1.999799,922;-1.962131,-1.989246,922;-2.726386,-2.810309,922;-1.821826,-2.378383,922;
0.872483,-1.999845,923;0.172483,-1.999837,923;-0.527517,-1.999837,923;-1.227516,-1.999861,923;-1.706977,-1.999790,923;-1.965852,-1.985028,923;-2.721878,-2.813673,923;-1.821826,-2.378383,923;
0.870173,-1.999845,924;0.170173,-1.999838,924;-0.529827,-1.999837,924;-1.229827,-1.999861,924;-1.709286,-1.999784,924;-1.969615,-1.980846,924;-2.717336,-2.816992,924;-1.821826,-2.378383,924;
0.867863,-1.999845,925;0.167863,-1.999838,925;-0.532137,-1.999837,925;-1.232137,-1.999862,925;-1.711597,-1.999778,925;-1.973419,-1.976703,925;-2.712762,-2.820266,925;-1.821826,-2.378383,925;
0.865553,-1.999845,926;0.165553,-1.999838,926;-0.534447,-1.999838,926;-1.234447,-1.999862,926;-1.713907,-1.999772,926;-1.977264,-1.972597,926;-2.708156,-2.823494,926;-1.821826,-2.378383,926;
0.863242,-1.999846,927;0.163242,-1.999838,927;-0.536758,-1.999838,927;-1.236757,-1.999862,927;-1.716217,-1.999767,927;-1.981150,-1.968530,927;-2.703517,-2.826675,927;-1.821826,-2.378383,927;
0.860932,-1.999846,928;0.160932,-1.999838,928;-0.539068,-1.999838,928;-1.239068,-1.999863,928;-1.718527,-1.999761,928;-1.985076,-1.964502,928;-2.698847,-2.829811,928;-1.821826,-2.378383,928;
0.858622,-1.999846,929;0.158622,-1.999838,929;-0.541378,-1.999838,929;-1.241378,-1.999863,929;-1.720838,-1.999756,929;-1.989042,-1.960514,929;-2.694146,-2.832899,929;-1.821826,-2.378383,929;
0.856312,-1.999846,930;0.156312,-1.999839,930;-0.543688,-1.999839,930;-1.243688,-1.999864,930;-1.723148,-1.999751,930;-1.993048,-1.956565,930;-2.689414,-2.835941,930;-1.821826,-2.378383,930;
0.854001,-1.999846,931;0.154001,-1.999839,931;-0.545998,-1.999839,931;-1.245998,-1.999864,931;-1.725458,-1.999746,931;-1.997092,-1.952656,931;-2.684652,-2.838936,931;-1.821826,-2.378383,931;
0.851691,-1.999846,932;0.151691,-1.999839,932;-0.548309,-1.999839,932;-1.248309,-1.999865,932;-1.727768,-1.999741,932;-2.001176,-1.948787,932;-2.679861,-2.841882,932;-1.821826,-2.378383,932;
0.849381,-1.999846,933;0.149381,-1.999839,933;-0.550619,-1.999839,933;-1.250619,-1.999865,933;-1.730078,-1.999736,933;-2.005298,-1.944960,933;-2.675041,-2.844781,933;-1.821826,-2.378383,933;
0.847071,-1.999846,934;0.147071,-1.999839,934;-0.552929,-1.999840,934;-1.252929,-1.999865,934;-1.732389,-1.999731,934;-2.009458,-1.941173,934;-2.670192,-2.847632,934;-1.821826,-2.378383,934;
0.844760,-1.999847,935;0.144761,-1.999839,935;-0.555239,-1.999840,935;-1.255239,-1.999866,935;-1.734699,-1.999727,935;-2.013655,-1.937428,935;-2.665315,-2.850435,935;-1.821826,-2.378383,935;
0.842450,-1.999847,936;0.142450,-1.999840,936;-0.557550,-1.999840,936;-1.257549,-1.999866,936;-1.737009,-1.999722,936;-2.017889,-1.933726,936;-2.660410,-2.853188,936;-1.821826,-2.378383,936;
0.840140,-1.999847,937;0.140140,-1.999840,937;-0.559860,-1.999841,937;-1.259860,-1.999867,937;-1.739319,-1.999718,937;-2.022160,-1.930065,937;-2.655478,-2.855893,937;-1.821826,-2.378383,937;
0.837830,-1.999847,938;0.137830,-1.999840,938;-0.562170,-1.999841,938;-1.262170,-1.999867,938;-1.741630,-1.999714,938;-2.026468,-1.926448,938;-2.650519,-2.858548,938;-1.821826,-2.378383,938;
0.835520,-1.999847,939;0.135520,-1.999840,939;-0.564480,-1.999841,939;-1.264480,-1.999867,939;-1.743940,-1.999710,939;-2.030811,-1.922873,939;-2.645534,-2.861154,939;-1.821826,-2.378383,939;
0.833209,-1.999847,940;0.133209,-1.999840,940;-0.566791,-1.999841,940;-1.266790,-1.999868,940;-1.746250,-1.999706,940;-2.035190,-1.919342,940;-2.640523,-2.863710,940;-1.821826,-2.378383,940;
0.830899,-1.999847,941;0.130899,-1.999840,941;-0.569101,-1.999842,941;-1.269101,-1.999868,941;-1.748560,-1.999702,941;-2.039603,-1.915855,941;-2.635487,-2.866216,941;-1.821826,-2.378383,941;
0.828589,-1.999847,942;0.128589,-1.999841,942;-0.571411,-1.999842,942;-1.271411,-1.999869,942;-1.750871,-1.999698,942;-2.044051,-1.912412,942;-2.630427,-2.868672,942;-1.821826,-2.378383,942;
0.826279,-1.999848,943;0.126279,-1.999841,943;-0.573721,-1.999842,943;-1.273721,-1.999869,943;-1.753181,-1.999695,943;-2.048533,-1.909013,943;-2.625342,-2.871077,943;-1.821826,-2.378383,943;
0.823968,-1.999848,944;0.123968,-1.999841,944;-0.576031,-1.999842,944;-1.276031,-1.999870,944;-1.755491,-1.999691,944;-2.053049,-1.905659,944;-2.620233,-2.873432,944;-1.821826,-2.378383,944;
0.821658,-1.999848,945;0.121658,-1.999841,945;-0.578342,-1.999843,945;-1.278342,-1.999870,945;-1.757801,-1.999688,945;-2.057598,-1.902350,945;-2.615102,-2.875735,945;-1.821826,-2.378383,945;
0.819348,-1.999848,946;0.119348,-1.999841,946;-0.580652,-1.999843,946;-1.280652,-1.999870,946;-1.760111,-1.999685,946;-2.062180,-1.899087,946;-2.609947,-2.877987,946;-1.821826,-2.378383,946;
0.817038,-1.999848,947;0.117038,-1.999842,947;-0.582962,-1.999843,947;-1.282962,-1.999871,947;-1.762422,-1.999682,947;-2.066794,-1.895870,947;-2.604771,-2.880188,947;-1.821826,-2.378383,947;
0.814727,-1.999848,948;0.114727,-1.999842,948;-0.585272,-1.999843,948;-1.285272,-1.999871,948;-1.764732,-1.999679,948;-2.071439,-1.892699,948;-2.599572,-2.882337,948;-1.821826,-2.378383,948;
0.812417,-1.999848,949;0.112417,-1.999842,949;-0.587583,-1.999844,949;-1.287582,-1.999872,949;-1.767042,-1.999676,949;-2.076116,-1.889574,949;-2.594353,-2.884434,949;-1.821826,-2.378383,949;
0.810107,-1.999848,950;0.110107,-1.999842,950;-0.589893,-1.999844,950;-1.289893,-1.999872,950;-1.769352,-1.999673,950;-2.080824,-1.886496,950;-2.589113,-2.886479,950;-1.821826,-2.378383,950;
0.807797,-1.999849,951;0.107797,-1.999842,951;-0.592203,-1.999844,951;-1.292203,-1.999872,951;-1.771663,-1.999670,951;-2.085563,-1.883465,951;-2.583853,-2.888472,951;-1.821826,-2.378383,951;
0.805487,-1.999849,952;0.105487,-1.999842,952;-0.594513,-1.999844,952;-1.294513,-1.999873,952;-1.773973,-1.999668,952;-2.090331,-1.880481,952;-2.578573,-2.890412,952;-1.821826,-2.378383,952;
0.803176,-1.999849,953;0.103176,-1.999843,953;-0.596824,-1.999845,953;-1.296823,-1.999873,953;-1.776283,-1.999665,953;-2.095129,-1.877545,953;-2.573274,-2.892300,953;-1.821826,-2.378383,953;
0.800866,-1.999849,954;0.100866,-1.999843,954;-0.599134,-1.999845,954;-1.299134,-1.999874,954;-1.778593,-1.999663,954;-2.099956,-1.874657,954;-2.567957,-2.894134,954;-1.821826,-2.378383,954;
0.798556,-1.999849,955;0.098556,-1.999843,955;-0.601444,-1.999845,955;-1.301444,-1.999874,955;-1.780903,-1.999661,955;-2.104812,-1.871817,955;-2.562621,-2.895916,955;-1.821826,-2.378383,955;
0.796246,-1.999849,956;0.096246,-1.999843,956;-0.603754,-1.999845,956;-1.303754,-1.999875,956;-1.783214,-1.999659,956;-2.109695,-1.869025,956;-2.557269,-2.897644,956;-1.821826,-2.378383,956;
0.793935,-1.999849,957;0.093935,-1.999843,957;-0.606064,-1.999846,957;-1.306064,-1.999875,957;-1.785524,-1.999657,957;-2.114606,-1.866283,957;-2.551899,-2.899319,957;-1.821826,-2.378383,957;
0.791625,-1.999849,958;0.091625,-1.999843,958;-0.608375,-1.999846,958;-1.308375,-1.999875,958;-1.787834,-1.999655,958;-2.119544,-1.863589,958;-2.546513,-2.900941,958;-1.821826,-2.378383,958;
0.789315,-1.999850,959;0.089315,-1.999844,959;-0.610685,-1.999846,959;-1.310685,-1.999876,959;-1.790144,-1.999653,959;-2.124509,-1.860945,959;-2.541110,-2.902508,959;-1.821826,-2.378383,959;
0.787005,-1.999850,960;0.087005,-1.999844,960;-0.612995,-1.999846,960;-1.312995,-1.999876,960;-1.792455,-1.999651,960;-2.129500,-1.858351,960;-2.535693,-2.904022,960;-1.821826,-2.378383,960;
0.784694,-1.999850,961;0.084694,-1.999844,961;-0.615305,-1.999847,961;-1.315305,-1.999877,961;-1.794765,-1.999650,961;-2.134516,-1.855806,961;-2.530261,-2.905482,961;-1.821826,-2.378383,961;
0.782384,-1.999850,962;0.082384,-1.999844,962;-0.617616,-1.999847,962;-1.317615,-1.999877,962;-1.797075,-1.999648,962;-2.139558,-1.853311,962;-2.524814,-2.906887,962;-1.821826,-2.378383,962;
0.780074,-1.999850,963;0.080074,-1.999844,963;-0.619926,-1.999847,963;-1.319926,-1.999877,963;-1.799385,-1.999647,963;-2.144624,-1.850867,963;-2.519354,-2.908239,963;-1.821826,-2.378383,963;
0.777764,-1.999850,964;0.077764,-1.999844,964;-0.622236,-1.999847,964;-1.322236,-1.999878,964;-1.801696,-1.999645,964;-2.149714,-1.848473,964;-2.513880,-2.909535,964;-1.821826,-2.378383,964;
0.775454,-1.999850,965;0.075454,-1.999845,965;-0.624546,-1.999848,965;-1.324546,-1.999878,965;-1.804006,-1.999644,965;-2.154828,-1.846130,965;-2.508394,-2.910777,965;-1.821826,-2.378383,965;
0.773143,-1.999850,966;0.073143,-1.999845,966;-0.626857,-1.999848,966;-1.326856,-1.999879,966;-1.806316,-1.999643,966;-2.159965,-1.843838,966;-2.502896,-2.911965,966;-1.821826,-2.378383,966;
0.770833,-1.999851,967;0.070833,-1.999845,967;-0.629167,-1.999848,967;-1.329167,-1.999879,967;-1.808626,-1.999642,967;-2.165124,-1.841598,967;-2.497386,-2.913097,967;-1.821826,-2.378383,967;
0.768523,-1.999851,968;0.068523,-1.999845,968;-0.631477,-1.999848,968;-1.331477,-1.999880,968;-1.810936,-1.999641,968;-2.170306,-1.839409,968;-2.491866,-2.914175,968;-1.821826,-2.378383,968;
0.766213,-1.999851,969;0.066213,-1.999845,969;-0.633787,-1.999849,969;-1.333787,-1.999880,969;-1.813247,-1.999640,969;-2.175509,-1.837271,969;-2.486334,-2.915198,969;-1.821826,-2.378383,969;
0.763902,-1.999851,970;0.063902,-1.999846,970;-0.636097,-1.999849,970;-1.336097,-1.999880,970;-1.815557,-1.999639,970;-2.180733,-1.835186,970;-2.480793,-2.916165,970;-1.821826,-2.378383,970;
0.761592,-1.999851,971;0.061592,-1.999846,971;-0.638408,-1.999849,971;-1.338408,-1.999881,971;-1.817867,-1.999639,971;-2.185978,-1.833153,971;-2.475243,-2.917077,971;-1.821826,-2.378383,971;
0.759282,-1.999851,972;0.059282,-1.999846,972;-0.640718,-1.999849,972;-1.340718,-1.999881,972;-1.820177,-1.999638,972;-2.191243,-1.831172,972;-2.469683,-2.917934,972;-1.821826,-2.378383,972;
0.756972,-1.999851,973;0.056972,-1.999846,973;-0.643028,-1.999850,973;-1.343028,-1.999882,973;-1.822488,-1.999638,973;-2.196527,-1.829244,973;-2.464116,-2.918736,973;-1.821826,-2.378383,973;
0.754661,-1.999851,974;0.054661,-1.999846,974;-0.645338,-1.999850,974;-1.345338,-1.999882,974;-1.824798,-1.999637,974;-2.201830,-1.827368,974;-2.458540,-2.919482,974;-1.821826,-2.378383,974;
0.752351,-1.999852,975;0.052351,-1.999846,975;-0.647649,-1.999850,975;-1.347648,-1.999882,975;-1.827108,-1.999637,975;-2.207151,-1.825545,975;-2.452958,-2.920172,975;-1.821826,-2.378383,975;
0.750041,-1.999852,976;0.050041,-1.999847,976;-0.649959,-1.999850,976;-1.349959,-1.999883,976;-1.829418,-1.999637,976;-2.212491,-1.823776,976;-2.447369,-2.920807,976;-1.821826,-2.378383,976;
0.747731,-1.999852,977;0.047731,-1.999847,977;-0.652269,-1.999851,977;-1.352269,-1.999883,977;-1.831729,-1.999637,977;-2.217847,-1.822059,977;-2.441774,-2.921386,977;-1.821826,-2.378383,977;
0.745421,-1.999852,978;0.045421,-1.999847,978;-0.654579,-1.999851,978;-1.354579,-1.999884,978;-1.834039,-1.999637,978;-2.223221,-1.820397,978;-2.436173,-2.921909,978;-1.821826,-2.378383,978;
0.743110,-1.999852,979;0.043110,-1.999847,979;-0.656890,-1.999851,979;-1.356889,-1.999884,979;-1.836349,-1.999637,979;-2.228611,-1.818787,979;-2.430568,-2.922376,979;-1.821826,-2.378383,979;
0.740800,-1.999852,980;0.040800,-1.999847,980;-0.659200,-1.999852,980;-1.359200,-1.999885,980;-1.838659,-1.999637,980;-2.234016,-1.817232,980;-2.424958,-2.922788,980;-1.821826,-2.378383,980;
0.738490,-1.999852,981;0.038490,-1.999847,981;-0.661510,-1.999852,981;-1.361510,-1.999885,981;-1.840969,-1.999637,981;-2.239437,-1.815730,981;-2.419344,-2.923144,981;-1.821826,-2.378383,981;
0.736180,-1.999852,982;0.036180,-1.999848,982;-0.663820,-1.999852,982;-1.363820,-1.999885,982;-1.843280,-1.999638,982;-2.244873,-1.814283,982;-2.413727,-2.923443,982;-1.821826,-2.378383,982;
0.733869,-1.999853,983;0.033869,-1.999848,983;-0.666130,-1.999852,983;-1.366130,-1.999886,983;-1.845590,-1.999638,983;-2.250323,-1.812890,983;-2.408107,-2.923687,983;-1.821826,-2.378383,983;
0.731559,-1.999853,984;0.031559,-1.999848,984;-0.668441,-1.999853,984;-1.368441,-1.999886,984;-1.847900,-1.999639,984;-2.255786,-1.811551,984;-2.402486,-2.923875,984;-1.821826,-2.378383,984;
0.729249,-1.999853,985;0.029249,-1.999848,985;-0.670751,-1.999853,985;-1.370751,-1.999887,985;-1.850210,-1.999639,985;-2.261262,-1.810266,985;-2.396862,-2.924007,985;-1.821826,-2.378383,985;
0.726939,-1.999853,986;0.026939,-1.999848,986;-0.673061,-1.999853,986;-1.373061,-1.999887,986;-1.852521,-1.999640,986;-2.266751,-1.809037,986;-2.391238,-2.924082,986;-1.821826,-2.378383,986;
0.724628,-1.999853,987;0.024628,-1.999848,987;-0.675371,-1.999853,987;-1.375371,-1.999887,987;-1.854831,-1.999641,987;-2.272252,-1.807862,987;-2.385613,-2.924102,987;-1.821826,-2.378383,987;
0.722318,-1.999853,988;0.022318,-1.999849,988;-0.677682,-1.999854,988;-1.377681,-1.999888,988;-1.857141,-1.999642,988;-2.277764,-1.806741,988;-2.379988,-2.924066,988;-1.821826,-2.378383,988;
0.720008,-1.999853,989;0.020008,-1.999849,989;-0.679992,-1.999854,989;-1.379992,-1.999888,989;-1.859451,-1.999643,989;-2.283287,-1.805676,989;-2.374364,-2.923973,989;-1.821826,-2.378383,989;
0.717698,-1.999853,990;0.017698,-1.999849,990;-0.682302,-1.999854,990;-1.382302,-1.999889,990;-1.861762,-1.999644,990;-2.288821,-1.804666,990;-2.368741,-2.923825,990;-1.821826,-2.378383,990;
0.715388,-1.999854,991;0.015388,-1.999849,991;-0.684612,-1.999854,991;-1.384612,-1.999889,991;-1.864072,-1.999645,991;-2.294364,-1.803711,991;-2.363119,-2.923620,991;-1.821826,-2.378383,991;
0.713077,-1.999854,992;0.013077,-1.999849,992;-0.686923,-1.999855,992;-1.386922,-1.999890,992;-1.866382,-1.999646,992;-2.299917,-1.802811,992;-2.357500,-2.923360,992;-1.821826,-2.378383,992;
0.710767,-1.999854,993;0.010767,-1.999849,993;-0.689233,-1.999855,993;-1.389233,-1.999890,993;-1.868692,-1.999648,993;-2.305478,-1.801967,993;-2.351884,-2.923044,993;-1.821826,-2.378383,993;
0.708457,-1.999854,994;0.008457,-1.999850,994;-0.691543,-1.999855,994;-1.391543,-1.999890,994;-1.871002,-1.999649,994;-2.311048,-1.801178,994;-2.346272,-2.922671,994;-1.821826,-2.378383,994;
0.706147,-1.999854,995;0.006147,-1.999850,995;-0.693853,-1.999855,995;-1.393853,-1.999891,995;-1.873313,-1.999651,995;-2.316624,-1.800445,995;-2.340663,-2.922243,995;-1.821826,-2.378383,995;
0.703836,-1.999854,996;0.003836,-1.999850,996;-0.696163,-1.999856,996;-1.396163,-1.999891,996;-1.875623,-1.999652,996;-2.322208,-1.799767,996;-2.335059,-2.921759,996;-1.821826,-2.378383,996;
0.701526,-1.999854,997;0.001526,-1.999850,997;-0.698474,-1.999856,997;-1.398474,-1.999892,997;-1.877933,-1.999654,997;-2.327799,-1.799145,997;-2.329460,-2.921219,997;-1.821826,-2.378383,997;
0.699216,-1.999854,998;-0.000784,-1.999850,998;-0.700784,-1.999856,998;-1.400784,-1.999892,998;-1.880243,-1.999656,998;-2.333395,-1.798579,998;-2.323867,-2.920624,998;-1.821826,-2.378383,998;
0.696906,-1.999855,999;-0.003094,-1.999851,999;-0.703094,-1.999856,999;-1.403094,-1.999892,999;-1.882554,-1.999657,999;-2.338997,-1.798068,999;-2.318279,-2.919972,999;-1.821826,-2.378383,999;
0.694595,-1.999855,1000;-0.005405,-1.999851,1000;-0.705404,-1.999857,1000;-1.405404,-1.999893,1000;-1.884864,-1.999659,1000;-2.344604,-1.797613,1000;-2.312699,-2.919265,1000;-1.821826,-2.378383,1000;
0.692285,-1.999855,1001;-0.007715,-1.999851,1001;-0.707715,-1.999857,1001;-1.407714,-1.999893,1001;-1.887174,-1.999661,1001;-2.350214,-1.797214,1001;-2.307126,-2.918503,1001;-1.821826,-2.378383,1001;
0.689975,-1.999855,1002;-0.010025,-1.999851,1002;-0.710025,-1.999857,1002;-1.410025,-1.999894,1002;-1.889484,-1.999664,1002;-2.355829,-1.796871,1002;-2.301561,-2.917685,1002;-1.821826,-2.378383,1002;
0.687665,-1.999855,1003;-0.012335,-1.999851,1003;-0.712335,-1.999857,1003;-1.412335,-1.999894,1003;-1.891795,-1.999666,1003;-2.361447,-1.796584,1003;-2.296004,-2.916811,1003;-1.821826,-2.378383,1003;
0.685355,-1.999855,1004;-0.014645,-1.999851,1004;-0.714645,-1.999858,1004;-1.414645,-1.999895,1004;-1.894105,-1.999668,1004;-2.367067,-1.796353,1004;-2.290456,-2.915883,1004;-1.821826,-2.378383,1004;
0.683044,-1.999855,1005;-0.016956,-1.999852,1005;-0.716956,-1.999858,1005;-1.416955,-1.999895,1005;-1.896415,-1.999670,1005;-2.372689,-1.796178,1005;-2.284918,-2.914899,1005;-1.821826,-2.378383,1005;
0.680734,-1.999855,1006;-0.019266,-1.999852,1006;-0.719266,-1.999858,1006;-1.419266,-1.999895,1006;-1.898725,-1.999673,1006;-2.378313,-1.796059,1006;-2.279390,-2.913860,1006;-1.821826,-2.378383,1006;
0.678424,-1.999856,1007;-0.021576,-1.999852,1007;-0.721576,-1.999858,1007;-1.421576,-1.999896,1007;-1.901035,-1.999675,1007;-2.383937,-1.795996,1007;-2.273872,-2.912766,1007;-1.821826,-2.378383,1007;
0.676114,-1.999856,1008;-0.023886,-1.999852,1008;-0.723886,-1.999859,1008;-1.423886,-1.999896,1008;-1.903346,-1.999678,1008;-2.389562,-1.795989,1008;-2.268366,-2.911617,1008;-1.821826,-2.378383,1008;
